name,headline,year,product,category,subject,publication,medium,format,link,description,location,company
This Concerns You,This Concerns You,unknown,"""Dr. Waren's Electric Ring"", ""Dr. Blood's Rheumatic Cure""",Advertising Ephemera Collection,"Price List', 'Jewelry, Watches, etc.",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4ws8k99h,,,Benjamin Allen & Co.
"Thursday Evening.  At Hibernian Hall.  Sexuality! And Nature's Creative Institutes, Expounded and Applied to the Production of Superior Offspring, Including Male And Female Perfection, And Restoration","Thursday Evening.  At Hibernian Hall.  Sexuality! And Nature's Creative Institutes, Expounded and Applied to the Production of Superior Offspring, Including Male And Female Perfection, And Restoration",unknown,,Broadsides Collection,Lecture,,,advertisements,https://idn.duke.edu/ark:/87924/r4br8p636,,,Professor Fowler
Tiger Brand,,unknown,unknown,Tobacco Advertising,Nature,,,"advertisements', 'color lithography",https://idn.duke.edu/ark:/87924/r4zk57d0s,,,Tiger Brand
Tiger Fine Cut,,unknown,Tiger Fine Cut,Tobacco Advertising,"Actors/Actresses', 'Famous People--Mlle. Devaux, Lorraine Dreux.",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4rj4bj1q,Back of one card included.  Appears to be a drawing.,,Lorillard
Time,Time,unknown,Miami Laundry Dry Cleaning,Advertising Ephemera Collection,"Children', 'African/African-American', 'Laundry",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4862d16p,also includes photos of inside of laundry building. Markets Miami Laundry as time saving device for modern women.  includes info on Yacht Service.,,Miami Laundry Dry Cleaning
To All the Klans and Klansmen of Texas Greetings:     Kool Koast Kamp.  The Healthiest road to the Koolest Summer.,To All the Klans and Klansmen of Texas Greetings:     Kool Koast Kamp.  The Healthiest road to the Koolest Summer.,unknown,,Broadsides Collection,"Children', 'Sports', 'Transportation & Travel",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4sx6610q,Klu Klux Klan resort,,C. T. Gilliam and the Kool Koast Kamp
To Men Only: How Electrocure Cures,To Men Only: How Electrocure Cures,unknown,Electrocure,Advertising Ephemera Collection,Health and Patent Medicines,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r47942h69,,,American Electrocure Company
Trade card,,unknown,Old Judge Cigarettes,Tobacco Advertising,"Cigarettes, Misc.",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r49021705,,,Goodwin & Co.
Trenton Fair Grounds,,unknown,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4xw49p70,sign on outside of building,,"""Kreuger's Beer"""
Triumph,,unknown,Tobacco,Tobacco Advertising,Sports,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r45h7dh9g,women in a chariot race,,Watson & McGill
Truth is mighty and must prevail - electricity,Truth is mighty and must prevail - electricity,unknown,"""Electrical items and Webster's Leather Bound Dictionary""",Advertising Ephemera Collection,"European', 'Price List', 'Books and Publishing",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4c24sf20,"""also advertises La Grippe (electric belt), Prof. Wingren's electric insole, and a Star Fountain Pen""",,Gem Novelty Co.
Try These at our expense,,unknown,Cigars,Tobacco Advertising,"Cigars, Misc.",,,advertisements,https://idn.duke.edu/ark:/87924/r4w952c78,,,J. W. Roberts & Son.
Tulip Cups: The Cup With the Clean Taste,Tulip Cups: The Cup With the Clean Taste,unknown,Tulip Cups (disposable cups),Advertising Ephemera Collection,Household Appliances,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4610xg73,,,Chatfield & Woods Co.
Turner House,Turner House,unknown,Hotels,Advertising Ephemera Collection,"Resorts, Hotels, Travel",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4x923842,,,"Turner House, White Mountains"
U.S. Marine,,unknown,Cut Plug Tobacco,Tobacco Advertising,"Packaging, Misc.",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r49c6tq08,,,American Tobacco Company
US Presidents,US Presidents,unknown,domestic and imported goods,Advertising Ephemera Collection,Clothing,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4s17vk05,"John Adams, Ulysses S Grant, Andrew Jackson, Abraham Lincoln pictured in cards.",,"""P. O'Toole Merchant Tailor"""
"Uncle Sam Says:  The Label must tell the truth, so always read carefully the label.","Uncle Sam Says:  The Label must tell the truth, so always read carefully the label.",unknown,Old Kentucky Straight Kentucky Whiskey,Advertising Ephemera Collection,"Liquor, Wines and Spirits",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4930qm6j,,,Thompson Straight Whiskey Company
Under the Strongest Light The Prudential Shows Strongest,Under the Strongest Light The Prudential Shows Strongest,unknown,Insurance,"J. Walter Thompson Company ""House Ads"" (1899-1925)",,JWT Ad Portfolio,other,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4p55g62b,,,"J. Walter Thompson Company', 'The Prudential Insurance Comapny of America"
Union Jack Cut Plug Tobacco,,unknown,Cut Plug Tobacco,Tobacco Advertising,"Packaging, Misc.",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4rj4bm9g,,,Union Jack
Unsolicited Testimonials To The Efficacy Of Humphrey's Specifics.,Unsolicited Testimonials To The Efficacy Of Humphrey's Specifics.,unknown,,Broadsides Collection,Medical,,,advertisements,https://idn.duke.edu/ark:/87924/r4hh6dz34,,,"""Humphrey's Medicine Company"""
Use Boschee's German Syrup and Green's August Flower,Use Boschee's German Syrup and Green's August Flower,unknown,"""Boschee's German Syrup and Green's August Flower""",Advertising Ephemera Collection,Health and Patent Medicines,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r40864x1b,"""Presented by Samuel H. Smith, Winston, NC""",,unknown
Use Eglantine & Ivy,,unknown,Eglantine & Ivy,Tobacco Advertising,"Children', 'Tobacco, Misc.",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r46w9822g,Ad card.,,"""Mayo's Tobacco"""
Use Mica Axle Grease.  Best & Cheapest.,Use Mica Axle Grease.  Best & Cheapest.,unknown,Axle Grease,Advertising Ephemera Collection,"Carriages, Buggies, etc.",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4gb2069n,"with: For sale by Courtney Bros., Grocers, Lenoir, North Carolina.  Drawing of Ice Palace at St. Paul, 1886.",,American Lubricatory Co.
Vance & Landis Hardware,Vance & Landis Hardware,unknown,Vance & Landis Hardware,Advertising Ephemera Collection,Hardware,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4w08z56w,image of lock,,Vance & Landis Hardware
Ventilating Water Proof Boots and Shoes,Ventilating Water Proof Boots and Shoes,unknown,Ventilating Water Proof Boots and Shoes,Advertising Ephemera Collection,Boots and Shoes,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4930qk06,,,Ventilating Water Proof Shoe Co.
Vermifuge Si Celebre / Celebrated American Work Specific,Vermifuge Si Celebre / Celebrated American Work Specific,unknown,,Broadsides Collection,Medical,,,advertisements,https://idn.duke.edu/ark:/87924/r4dr2r03p,in four languages,,"J. Kidd & Co., Druggists"
Victory,,unknown,Tobacco products,Tobacco Advertising,"Native American', 'Americana', 'Packaging, Misc.",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4dv1fd8d,,,American Tobacco Company
Victory,,unknown,unknown,Tobacco Advertising,"Tobacco, Misc.",,,"advertisements', 'color lithography",https://idn.duke.edu/ark:/87924/r4m040m5n,image of woman in Roman dress sitting with her feet on a fallen foe.,,T. C. Williams
W. C. Lord,W. C. Lord,unknown,,Broadsides Collection,Food,,,advertisements,https://idn.duke.edu/ark:/87924/r4rx95320,"F-85.  Animal feed, along with meal and hominy",,W. C. Lord
Wahl-Eversharp,Wahl-Eversharp,unknown,Wahl-Eversharp Pen and Pencil,Advertising Ephemera Collection,Pharmacy,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4jq0vp0k,,,Oregon Pharmacy
"Warren & Hobbs, Attorney At Law","Warren & Hobbs, Attorney At Law",unknown,Warren & Hobbs,Advertising Ephemera Collection,Attorneys,,,advertisements,https://idn.duke.edu/ark:/87924/r43777j23,,,Warren & Hobbs
"Watkins Glen, NY","Watkins Glen, NY",unknown,Glen Mountain House,Advertising Ephemera Collection,"Resorts, Hotels, Travel",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4xp6ww20,,,"A. J. Michener, Proprietor"
We Never Fade!!,We Never Fade!!,unknown,spool cotton,Advertising Ephemera Collection,"Children', 'African/African-American', 'Sewing Equipment and Supplies",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4tt4hk5j,,,"""J. & P. Coats' Thread"""
We are Taking our Vacation via the...Why Don't You?,We are Taking our Vacation via the...Why Don't You?,unknown,travel,Advertising Ephemera Collection,"Military', 'Resorts, Hotels, Travel",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r48c9st7d,,,Custer Battlefield Hiway
Welcome Nugget,,unknown,unknown,Tobacco Advertising,Americana,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r43t9g05w,image of gold mining camp,,T. C. Williams
Western Wilds,Western Wilds,unknown,Western Wilds and The Men Who Redeem Them,Advertising Ephemera Collection,"Books and Publishing', 'Native American",,,"advertisements', 'engravings (prints)",https://idn.duke.edu/ark:/87924/r44x5664m,,,"Jones Bros. & Co., Pub."
"Whistler's ""Mother"" -","Whistler's ""Mother"" -",unknown,Advertising,"J. Walter Thompson Company ""House Ads"" (1899-1925)",,unknown,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4rv0fq85,,,J. Walter Thompson Company
White Daisy Flour,White Daisy Flour,unknown,White Daisy Flour,Advertising Ephemera Collection,Mercantile Business,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4610xg0q,,,Bonlee Rollers Mills
White's Red Robin Gum,White's Red Robin Gum,unknown,Red Robin Gum,Advertising Ephemera Collection,Food,,,advertisements,https://idn.duke.edu/ark:/87924/r4wp9vz48,"a fortune for girls predicting a ""sad lot indeed""",,White Co.
Whitman's Fountain Pump,Whitman's Fountain Pump,unknown,"""Whitman's Fountain Pump""",Advertising Ephemera Collection,Household Appliances,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4xd0sr2x,"""image reference to Mrs. O'Leary's cow & the Chicago fires""",,Josiah A Whitman
Why 75% of insurance men fail,Why 75% of insurance men fail,unknown,Advertising,"J. Walter Thompson Company ""House Ads"" (1899-1925)",,National Underwriter,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4gm83d84,,,J. Walter Thompson Company
"William Stahl, Excelsior Spraying Outfits","William Stahl, Excelsior Spraying Outfits",unknown,Excelsior Spraying Outfit,Advertising Ephemera Collection,Insecticides and Poisons,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4s46jx50,,,William Stahl Co.
Window Transparencies,Window Transparencies,unknown,,Broadsides Collection,"Price List', 'Housewares",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4dn41m29,F-90 c.1,,W. E. Tucker & Co.
Wine of Cardui,Wine of Cardui,unknown,"""McElree's Wine of Cardui""",Advertising Ephemera Collection,Health and Patent Medicines,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r48k76k9h,"Treats ""Female Diseases"" and can be taken during pregnancy.",,Wine of Cardui
"Wives and Husbands, Take Notice!","Wives and Husbands, Take Notice!",unknown,Cider Jelly,Advertising Ephemera Collection,"Price List', 'Food",,,advertisements,https://idn.duke.edu/ark:/87924/r4tm73t68,,,"H. F. Smith, Agent"
Woman,Woman,unknown,Various,Advertising Ephemera Collection,Health and Patent Medicines,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4jw8899q,"""written with the theme of a children's rhyme.""",,Dr. Pierce
Woman's Part in Winning the War!,Woman's Part in Winning the War!,unknown,"Van Aernam Cooker, Preserver, Pasteurizer",Advertising Ephemera Collection,Household Appliances,,,"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4rj4bk91,,,Van Aernam Cooker Mfg. Co.
Women,,unknown,unknown,Tobacco Advertising,"Actors/Actresses', 'Famous People--Minnie Hauck, Lurline Birdsall, Modjeska.",,,"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r43n2268p,,,unknown
Won't injure even chiffons!,Won't injure even chiffons!,unknown,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",,unknown,magazines (periodicals),"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4gq6st5m,,,Lever Bros.
World Flags,,unknown,Sovereign Cigarettes,Tobacco Advertising,Nations,,,"advertisements', 'fabric art (visual works)",https://idn.duke.edu/ark:/87924/r4v981g33,"Flags of Brazil, Morocoo, Madagascar, Munich, Madrid, Mexico, Modena, Montenegro; Flags of Nicaragua, New South Wales, Norway, Naples, Orange Free State, Netherland, New Zealand, Norway; Flags of Panama, Paraguay, Peru, Prussia, Portugal, Poland, Persia, Papal State",,American Tobacco Company
World Scenes - Image 1,,unknown,Piedmont Cigarettes,Tobacco Advertising,"Nations', 'Technology",,,"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4bv7cm7f,"Images of: United States (Birmingham, Alabama; Dover, Delaware; Chicago, Illinois); Austria; Belgium; Turkey",,Ligget & Myers
World Scenes - Image 2,,unknown,Piedmont Cigarettes,Tobacco Advertising,"Nations', 'Technology",,,"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4vq2v25g,"Images of: United States (New York, New York; Boston, Massachusetts; Oregon); France; Norway.",,Ligget & Myers
World's Smokers,,unknown,Allen & Ginter Cigarettes,Tobacco Advertising,"Nations', 'Asian', 'European', 'Native American",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4ws8kd0h,People from different cultures seen smoking.,,Allen & Ginter
Worth Untold Gold,Worth Untold Gold,unknown,Facial Soap,Advertising Ephemera Collection,Toiletries,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4m040m64,,,Pears Soap
Wright's Indian Vegetable Pills,Wright's Indian Vegetable Pills,unknown,"""Wright's Indian Vegetable Pills""",Advertising Ephemera Collection,"Native American', 'Health and Patent Medicines",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4jq0vj6p,,,William Wright
Wrigley's Camera Offer...,Wrigley's Camera Offer...,unknown,Phototake Camera,Advertising Ephemera Collection,"Price List', 'Photography",,,"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4862d175,,,"Wm. Wrigley, Jr. Co."
Wrigley's Latest: You Don't Get the Girl! Only the Parasol!,Wrigley's Latest: You Don't Get the Girl! Only the Parasol!,unknown,Gum and Parasol Assortment,Advertising Ephemera Collection,"Price List', 'Food",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4rf5n587,parasols free with 160 packages or 800 sticks of gum,,"Wm. Wrigley, Jr. Co."
"Wrigley's Special Advertising Offer ""E""","Wrigley's Special Advertising Offer ""E""",unknown,Gum and pencil,Advertising Ephemera Collection,Food,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r46m34x1h,"special offer ""E"": Wahl Eversharp pencil with 3 boxes of gum",,"Wm. Wrigley, Jr. Co."
Yankee Doodle Corn Salve,Yankee Doodle Corn Salve,unknown,Corn salve,Advertising Ephemera Collection,"Military', 'Health and Patent Medicines",,,advertisements,https://idn.duke.edu/ark:/87924/r4j38n77g,"cures corns and used by ""our army and navy men""",,Yankee Doodle Corn Salve
Yankee Girl Scrap,,unknown,Scrap,Tobacco Advertising,Americana,,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r44f1p70k,,,"Scotten, Dillon Co."
York Auto Supply Company,York Auto Supply Company,unknown,Automotive Equipment,Advertising Ephemera Collection,"Price List', 'Autos and Roads",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r46w97z93,,,York Auto Supply Company
You get the natural flavor...,You get the natural flavor...,unknown,Virginia Dare Flavoring Extracts,Advertising Ephemera Collection,"Children', 'Food",,,"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r40g3jn05,(set of 3),,Garrett & Co. Food Products
You must try a can of Huyler's mixture--,You must try a can of Huyler's mixture--,unknown,"""Huyler's Old Fashioned Chocolate Creams""",Advertising Ephemera Collection,Food,,,"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r41835s33,"""there is also a black and white drawing showing Huyler's Principal Works, and the Station of Southern R.R., Asheville, NC.""",,"W. C. Carmichael, Apothecary"
