name,year,headline,company,product,category,subject,publication,medium,format,link
What's Behind Your American Airlines Ticket? Service that Makes the Flagships Famous,1954,What's Behind Your American Airlines Ticket? Service that Makes the Flagships Famous,"American Airlines, Inc.",American Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4jd4q65g
Whee! New Flavor!,1954,Whee! New Flavor!,Lever Brothers Company,Toothpaste',Beauty and Hygiene (1911-1956),"Children', 'Dental Supplies'",Life,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4x63bs8z
When he goes abroad-he flies B.O.A.C.,1954,When he goes abroad-he flies B.O.A.C.,British Overseas Airways Corporation,British Overseas Airways Corporation',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time Atlantic,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4jh3dk98
When you figure it up--flying United costs less than driving!,1954,When you figure it up--flying United costs less than driving!,United Air Lines,United Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4fn1199t
Whether cruising the Caribbean or crossing the Atlantic refresh your zest for living on France-Afloat,1954,Whether cruising the Caribbean or crossing the Atlantic refresh your zest for living on France-Afloat,French Line,French Line',Transportation (1938-1957),"Ships', 'Transportation & Travel'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r47d2qt12
Who pays half fare when they go by air?,1954,Who pays half fare when they go by air?,Trans World Airlines,Family Half Fare',Transportation (1938-1957),"Children', 'Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r45x25x4s
Why Folks Leave Home,1954,Why Folks Leave Home,"American Airlines, Inc.",American Airlines Incorporated',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",World Telegram,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4833ng96
Why waste time and money?,1954,Why waste time and money?,Trans World Airlines,Trans World Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Daily News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4zc7sc71
Will anything less than Pullman safety do?,1954,Will anything less than Pullman safety do?,Pullman Company,Pullman Company',Transportation (1938-1957),"Children', 'Railroads', 'Transportation & Travel'",Collier's,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4ng4h99w
Wow! Pepsodent's brand new flavor tastes so good!,1954,Wow! Pepsodent's brand new flavor tastes so good!,Lever Brothers Company,Toothpaste',Beauty and Hygiene (1911-1956),"Children', 'Dental Supplies'",Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44747d0h
YOU CAN BE IN THE ORIENT TOMORROW,1954,YOU CAN BE IN THE ORIENT TOMORROW,Northwest Airlines,Orient',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Sunset,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r47941c3n
You actually ride on air...,1954,You actually ride on air...,Greyhound,Greyhound Scenicruiser',Transportation (1938-1957),"Transportation & Travel', 'Buses'",American,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4668938z
You'll be 'way ahead...to leave your car at home...and take a Greyhound!,1954,You'll be 'way ahead...to leave your car at home...and take a Greyhound!,Greyhound,Greyhound',Transportation (1938-1957),"Transportation & Travel', 'Buses'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4j679f9n
You'll be surprised,1954,You'll be surprised,Western Pacific,California Zephyr',Transportation (1938-1957),"Premiums', 'Railroads', 'Transportation & Travel'",New Yorker,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4fx74h6b
You'll find romance in Spain and Portugal,1954,You'll find romance in Spain and Portugal,Air France,Spain and Portugal',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4dj5905b
You're in France the minute you step aboard,1954,You're in France the minute you step aboard,French Line,French Line',Transportation (1938-1957),"Ships', 'Transportation & Travel'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4c53fm4q
Your Choice of Vacations From Coast to Coast,1954,Your Choice of Vacations From Coast to Coast,"American Airlines, Inc.",American Airlines Incorporated',Transportation (1938-1957),"Children', 'Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4rb6wk9b
Your pleasant way to Florida!,1954,Your pleasant way to Florida!,Seaboard Railroad,Florida',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Newark Sunday News,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r46q1t25s
discover America's exciting new vacationland!,1954,discover America's exciting new vacationland!,Northwest Orient Airlines,Northwest Orient Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4fj29x63
discover America's exciting new vacationland!,1954,discover America's exciting new vacationland!,Northwest Airlines,Orient Express',Transportation (1938-1957),"Ethnic Groups', 'Asian', 'Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4mk65s62
fly to Fabulous Florida and the cool Caribbean,1954,fly to Fabulous Florida and the cool Caribbean,National Airlines,Florida and Caribbean',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Daily News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4qz23204
"to New Bedford, Mass.",1954,"to New Bedford, Mass.",Northeast Airlines,"New Bedford, Mass.'",Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York World Telegram,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4nz81763
with Faith and Confidence in the future,1954,with Faith and Confidence in the future,Union Pacific Railroad,Union Pacific Railroad',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r49w09h7n
Flying TWA to USA costs less now!,1955,Flying TWA to USA costs less now!,Trans World Airlines,Thrift Season Fares',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Life International,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4k35mz27
Snooze News! New Westinghouse Clock Radio,1955,Snooze News! New Westinghouse Clock Radio,Westinghouse Electric Corporation,Spacer Saver Clock Radio',Radio (1922-1956),"Television Programs', 'Radio', 'Westinghouse', 'Westinghouse Studio One', 'Westinghouse Pro Football'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r49s1m27w
"1 Television, 2 Phonograph, 3 Hi-Fi Radio all 3 for the price of TV alone!",1956,"1 Television, 2 Phonograph, 3 Hi-Fi Radio all 3 for the price of TV alone!","Olympic Radio & Television, Inc.",Olympic Combinations',Television (1939-1957),"Coupons', 'Olympic', 'Television'",Life,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r40g3hm09
A Full Year's Pleasure...Free!,1956,A Full Year's Pleasure...Free!,Ampro Corporation,"Tape Recorder , Two Speed'",Radio (1922-1956),"Miscellaneous', 'Electronics'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r48w38k0k
"All New! Inside and Out, Spartan TV",1956,"All New! Inside and Out, Spartan TV",Spartan,Television',Television (1939-1957),"Children', 'Television', 'Spartan'",,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4zw19d9j
Antarctic Expedition Data Preserved by Thompson-made Tape Recorder,1956,Antarctic Expedition Data Preserved by Thompson-made Tape Recorder,"Thompson Products, Incorporated",Tape Recorder',Radio (1922-1956),"Famous People', 'Miscellaneous', 'Electronics', 'Rear Admiral Richard E. Byrd', 'Dr. Paul Siple, famous Antarctic Explorer'",,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4bg2ht35
Best Buy in Hi-Fi,1956,Best Buy in Hi-Fi,"Precision Electronics, Inc.",Various',Radio (1922-1956),"Radio', 'Miscellaneous'",Esquire,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r46d5pt6w
Bogen leaves you alone with Scheherazade,1956,Bogen leaves you alone with Scheherazade,"David Bogen Co., Inc.",Various',Radio (1922-1956),"Radio', 'Miscellaneous'",House Beautiful,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4p55f05p
"Clean, Brilliant H. H. Scott Sound as low as $99.95",1956,"Clean, Brilliant H. H. Scott Sound as low as $99.95",H.H. Scott Inc.,Radio',Radio (1922-1956),"Radio', 'Miscellaneous'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4vx06k83
For Christmas! Give This Treasure-trove of Entertainment,1956,For Christmas! Give This Treasure-trove of Entertainment,Webster Electric,Ekotape Recorder',Radio (1922-1956),"Miscellaneous', 'Electronics'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r41c1tz3g
For Pride and Practicality Choose Fisher Fidelity,1956,For Pride and Practicality Choose Fisher Fidelity,Fisher,Radio',Radio (1922-1956),"Retail', 'Radio', 'Fisher', 'Fisher Radio Salon'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4222rp25
G. Schirmer introduces the finest...,1956,G. Schirmer introduces the finest...,G. Schirmer,High Fidelity Radio',Radio (1922-1956),"Radio', 'G. Schrimer'",New Yorker,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r43b5wr0z
He plays a Stradivarius,1956,He plays a Stradivarius,Andrea Radio Corporation,Andrea Catalina',Television (1939-1957),"Television', 'Andrea'",Newark Sunday News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4t14vb1p
Holiday handbook,1956,Holiday handbook,Misc.,High Fidelity',Radio (1922-1956),"Radio', 'Miscellaneous'",Holiday,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4f18sx7g
How you can enjoy a genuine Bogen hi-fi System at moderate cost,1956,How you can enjoy a genuine Bogen hi-fi System at moderate cost,Bogen High-Fidelity,high-fidelity music system',Radio (1922-1956),"Radio', 'Bogen High-Fidelity'",New Yorker,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4b56dn0n
In a pushbutton world...this is your Hi-Fi Life!,1956,In a pushbutton world...this is your Hi-Fi Life!,Audiogersh Corporation,Miracord XA-100',Radio (1922-1956),"Radio', 'Miscellaneous'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4c24r47z
"Look...even ""Nuts and Bolts"" are beautiful nowadays",1956,"Look...even ""Nuts and Bolts"" are beautiful nowadays",Stromberg-Carlson Co.,Hi-Fi system',Radio (1922-1956),"Radio', 'Miscellaneous'",House and Garden,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4kd1r309
Magnavox High Fidelity,1956,Magnavox High Fidelity,"Magnavox Company, Inc.",Magnavox Imperial Symphony',Radio (1922-1956),"Radio', 'Magnavox'",House Beautiful,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4k64b97g
Magnavox High Fidelity,1956,Magnavox High Fidelity,Magnavox Company,Various',Television (1939-1957),"Magnavox', 'Television'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4dn40j01
Magnavox High Fidelity Custom-Engineered in Fine Furniture,1956,Magnavox High Fidelity Custom-Engineered in Fine Furniture,"Magnavox Company, Inc.",High Fidelity Radio',Radio (1922-1956),"Radio', 'Magnavox'",Esquire,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4fb4x34h
Magnificent! Bell & Howell High Fidelity in Paul McCobb Cabinetry,1956,Magnificent! Bell & Howell High Fidelity in Paul McCobb Cabinetry,Bell & Howell Company,Radio',Radio (1922-1956),"Radio', 'Bell & Howell'",Esquire,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4ms3kj5b
Open before Christmas! here's why: there's so much going on in NBC BIG COLOR TV... every night!,1956,Open before Christmas! here's why: there's so much going on in NBC BIG COLOR TV... every night!,National Broadcasting Company,Color Television',Television (1939-1957),"Children', 'Television Programs', 'Various', 'Television', 'Broadcast Companies'",Life,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4p26qr75
Pentron Emperor High Fidelity Tape Recorder. New... 3 Speaker System with Separate Roving Speaker.,1956,Pentron Emperor High Fidelity Tape Recorder. New... 3 Speaker System with Separate Roving Speaker.,Pentron,Tape Recorder',Radio (1922-1956),"Miscellaneous', 'Electronics'",Esquire,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4542jr7m
"Recognized As The Height of Quality, DuMont",1956,"Recognized As The Height of Quality, DuMont","Allen B. DuMont Laboratories, Inc.",Television',Television (1939-1957),"Television', 'DuMont'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4cn6zm7b
Revere T-1100 Dual-Speed Tape Recorder. Created for Your Listening Pleasure.,1956,Revere T-1100 Dual-Speed Tape Recorder. Created for Your Listening Pleasure.,Revere Camera Company,Tape Recorder / Portable Radio',Radio (1922-1956),"Miscellaneous', 'Electronics'",New Yorker,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4qn5zv2s
